date,top_avg_prediction,top_median_prediction,top_min_prediction,top_max_prediction,top_avg_actual,top_positive_rate
2021-10-14,5.685542347755229,5.433845244188019,4.775759547414497,7.433639659033936,-0.06078942735361871,0.3
2021-10-28,6.143942600837068,5.21535319952057,4.414156050321154,12.30644209243571,0.11596775744597414,0.6
2021-11-11,7.713138803179165,7.029562991054473,5.515770903012412,12.859808395441949,-0.11548179871774303,0.1
2021-11-26,4.286825976538025,4.260716031803488,3.8299002779234965,4.90167362924951,-0.00873206922252392,0.6
2021-12-10,6.941444045205229,6.326462615434936,5.8323556218826145,9.328068443282845,0.005616445678306858,0.7
2021-12-27,5.742707350688994,5.508916451315276,4.6810076146655195,7.125928498386225,-0.07433602962201408,0.1
2022-01-10,6.723623482971095,6.357316102117029,5.457517279087498,9.643522078787026,-0.06365943745495388,0.2
2022-01-25,5.212043912396762,5.085174558363709,4.552371561379156,6.245948455207563,0.08301311962623949,0.8
2022-02-08,5.849132431446643,5.7809550307148125,4.815985676405474,7.708629813182777,-0.14911667864161005,0.1
2022-02-23,5.8948810985452385,5.8794787762433485,4.70502225187632,7.643374854141632,0.047677134496536974,0.6
2022-03-09,6.50529213653243,5.6528200112355815,4.996603863050682,9.428527486738092,0.13375219457304213,0.8
2022-03-23,6.249262903799387,5.920795760396473,5.313216284095142,8.27683628471906,0.009765491139752202,0.5
2022-04-06,5.875609855355461,5.276739266635252,4.555938799106443,8.927587234419258,-0.05356255718722356,0.4
2022-04-21,5.229008389405026,4.93315584832253,4.571685463597891,6.543209449652586,-0.05935661817188913,0.3
2022-05-05,5.848390407591947,5.786162769598471,4.92283631033698,7.211183693086836,-0.015301756140003587,0.6
2022-05-19,7.354336464512625,6.940616254239986,6.172483964613329,9.763981662285298,0.07633955047152584,0.8
2022-06-03,7.312768940892648,6.9552536457401075,5.8916163895540254,11.252073807881388,0.002584781580014228,0.4
2022-06-17,6.781205702672212,6.588384421617064,5.456496393774792,8.622148781683721,0.10282739719638789,0.6
2022-07-05,6.8156418590114,6.611854085365651,5.670362089134755,9.377641308568897,0.10875564212826035,0.8
2022-07-19,5.9929929573587675,5.1171757914209,4.386223130905925,14.29569768061176,1.0876916813101776,0.7
2022-08-02,6.684033143984541,6.360126694842103,5.3795980173301885,11.307395897206515,0.2863899007427018,0.9
2022-08-16,5.125429931246356,5.016129479373148,4.493306235081688,6.337404124377161,-0.056230520783815206,0.2
2022-08-30,4.5332338023509795,4.042684387892323,3.7302394605653983,7.367671828416336,0.00315480862639137,0.5
2022-09-14,6.3211866368954635,6.165395500975659,4.6054196084544605,8.346655796830888,-0.0845851446541487,0.1
2022-09-28,5.498272487209226,5.243252383741844,4.586100822191967,7.037754080958803,-0.03819527644903353,0.4
2022-10-12,6.78731753061642,6.348284364913965,5.423663365921608,9.308711019104221,0.08507895653925021,0.8
2022-10-26,6.259676705372968,5.668746667499615,4.977168212506185,8.221140327893053,-0.07499153655001294,0.4
2022-11-09,8.011206214996133,7.678976088898624,6.350852064980151,12.388956765297992,0.17066826883184374,0.9
2022-11-23,6.673794486359988,6.4716030835521146,4.649008760933587,9.863848187319775,0.14265083661820782,0.8
2022-12-08,5.276781930257318,5.011006739037798,4.033200744622754,8.171596752776392,0.018158886045953105,0.3
2022-12-22,5.865481386819606,5.643491442833964,4.8757506269679665,7.467194383909659,3.7080145721943225,0.7
2023-01-09,6.768683237203575,6.37120260992812,4.9903608077143575,9.920917263735618,0.21882774496958515,0.7
2023-01-24,7.093463225451349,6.630743345673752,4.633226348309466,12.553212180977274,0.1912042450859479,0.7
2023-02-07,4.627787287123389,4.793943332327348,3.646057131429397,6.042593482104316,-0.029650301459745742,0.1
2023-02-22,4.341798892156854,3.7719798255517274,3.4856376484257874,7.296382101011728,-0.006052042118748202,0.7
2023-03-08,5.833877561981013,5.571524251348267,4.876371392843431,7.257324045545525,-0.06941645818750161,0.3
2023-03-22,5.7991649044138835,5.959844282541441,4.882210870039011,7.07548591815021,9.086813392376048e-05,0.4
2023-04-05,8.188752965423912,7.661062329391846,5.4936537028180386,14.935659350754014,-0.019290955739211392,0.4
2023-04-20,6.41743159790565,5.2260572879454585,4.778146127009037,13.076695378009422,-0.04426348566504795,0.1
2023-05-04,5.673505395838433,5.03615553169656,4.241178304272706,10.605806090809025,0.11389134391801807,0.8
2023-05-18,7.659685219811031,7.650461250514484,4.869385242283536,10.027629553709277,0.28213697377168306,0.9
2023-06-02,4.501180658629492,4.32119170857872,3.639266127845274,5.392466992084682,0.07712641048860888,0.8
2023-06-16,5.653597826843831,5.584562511272765,4.537587333047892,7.161530163957249,0.025834511357933066,0.7
2023-07-03,4.973055126516037,4.554108780611912,3.922489071775956,8.710482571306505,0.1134402112415798,0.7
2023-07-18,5.326904276180322,5.1853984537700875,4.605081058488548,6.872636948412104,0.026888015978977296,0.7
2023-08-01,5.698824671346987,5.3683245219516,4.150297425457066,8.636583149025332,-0.02300016007950676,0.4
2023-08-15,7.024680311207409,5.914658880688011,5.249127626701361,13.391093567838707,-0.027695993433462164,0.2
2023-08-29,5.868312573454265,5.6197260335607195,4.31513272998689,8.451903871656715,0.02457941469170105,0.4
2023-09-13,6.284834744023533,5.939231668877601,4.385428395218103,10.158131230552936,-0.04321712565310655,0.2
2023-09-27,5.549636593719538,5.5007054126939785,4.556911470093021,6.739163605961954,-0.02916566316468374,0.5
2023-10-11,6.315149594241272,6.34384915767483,5.366136221555801,8.005258547674508,-0.10351746094469265,0.1
2023-10-25,4.732526912948354,4.476110820757429,4.282292878466271,6.303620184032467,0.010761282240262982,0.6
2023-11-08,6.552048570854707,6.502704974160589,5.50910009320487,7.800993533080222,0.10902269320672975,0.8
2023-11-22,9.595446784710806,8.945680768744957,7.4273851762726535,15.279826762739571,0.3754798098640362,0.8
2023-12-07,5.884960352109469,5.532970303568119,4.966728918362092,7.199651084049337,0.11962122237435786,1.0
2023-12-21,6.999197818851911,6.8759285123429805,5.857815736828185,8.944829267172977,0.12492798718158485,0.6
2024-01-08,5.186203682394541,4.927776800992941,3.9568148814700366,6.535593685240365,-0.02567014585022833,0.4
2024-01-23,4.026571232795423,3.882997745874741,3.2642750124049678,5.546578249759231,-0.0005761467644596286,0.4
2024-02-06,5.309606850241146,5.258691171760921,4.459997116831831,7.124403810506144,0.08746034145798764,0.6
2024-02-21,6.274011403600148,5.465718008982447,4.79279612649647,9.678616790016667,0.05816973313666206,0.7
2024-03-06,6.528182069009797,6.7681104307618565,5.367125916447978,7.632973920647529,0.04650135458745717,0.5
2024-03-20,5.603040896468329,5.4073173324274135,4.296970129650142,7.590342500315652,0.11089044926219915,0.5
2024-04-04,6.828100378388404,6.863036439725599,4.970694054146534,9.758172231378873,-0.01392161761758206,0.3
2024-04-18,7.533859172470693,7.65100013775888,5.41823142286234,9.077274967613409,0.13056629340947373,0.5
2024-05-02,5.563403370494106,4.972768646026853,4.087899217986515,10.430143577903875,0.1128582951703532,0.8
2024-05-16,6.751314483261574,5.612063256805507,4.880688806099243,14.35901611355439,0.033533809890510746,0.5
2024-05-31,4.991755581030171,4.983461479371474,4.181291791624824,6.416527403282674,0.0065888190943075966,0.5
2024-06-14,5.694927131133041,5.215790411773834,4.70744906533302,8.29448312108735,0.08306628872382861,0.6
2024-07-01,7.400210042194445,6.18540410185685,3.954195664013496,19.261328840016127,0.1789264657780276,0.8
2024-07-16,5.704864923637616,4.82122672157432,3.7528164272162194,11.841350710595393,-0.042159419915389816,0.4
2024-07-30,6.553480273446551,6.088314425799919,5.4891144737704884,8.929680531962878,-0.04572097104115117,0.3
2024-08-13,9.351957553501235,9.09536317892201,6.357663881950645,16.37279628945528,0.18761988481500816,0.9
2024-08-27,5.94497881637825,6.047190127099622,4.488949831721306,8.172637993927035,-0.024635871642095963,0.3
2024-09-11,6.784558574481375,6.47556889936202,4.641140592142055,13.050138571719392,0.11112227779374899,1.0
2024-09-25,7.158793435570781,6.557079045138256,5.817447522363224,10.548204618351418,0.06753843688223479,0.4
2024-10-09,5.306321869755867,5.003757780151867,4.495218437320245,6.792386000532671,0.2677581542317463,0.6
2024-10-23,6.084268731593788,5.30189532914042,4.618093608015101,10.85899922756837,0.24628704214786667,0.9
2024-11-06,5.6924025251781165,5.601886335976591,4.037096819733425,9.91939590893169,-0.04025261945279892,0.4
2024-11-20,7.677026412713249,6.96429864488444,5.969676757059917,11.471248580328654,0.17051021768000163,0.6
2024-12-05,5.7583397473152305,5.177656545859891,4.589118601454533,9.193069720130785,-0.03686839843409383,0.3
2024-12-19,5.168330154582307,5.169018197423619,4.479631501727797,6.2837351510948976,0.06389008531496268,0.9
2025-01-06,5.878456935722571,5.640004271597242,5.141593846394245,7.713629957447401,0.004139481598943839,0.5
2025-01-22,4.524897063568888,4.086909962698949,3.5959566141002073,7.013405819315477,0.02825031283290349,0.5
2025-02-05,6.28681154551535,5.224410953986952,4.676887811138904,14.995451811836968,-0.08786699950286805,0.3
2025-02-20,6.82024308355078,6.4464627677933946,5.271986818392204,10.09901317419439,-0.10681289975591597,0.3
2025-03-06,8.035796757038423,6.624956313060469,5.948578163384732,13.836147644088593,0.10262605929041375,0.6
2025-03-20,6.057681304121724,6.000709217868799,5.219275418002542,8.14664412202388,-0.08090113266551893,0.3
2025-04-03,5.584806222575942,5.318932323976708,4.539193941547837,7.237313005561881,0.057813987588084884,0.6
2025-04-17,7.4849243247241715,7.013131669322009,5.2651843304671075,10.603285598723415,0.22923406598794022,0.9
2025-05-02,6.316061335501173,5.752946314284152,4.964013395595037,10.322875333335176,-0.05902541313687498,0.7
2025-05-16,7.452447710319795,7.01887096028501,5.804017783191682,10.077426479763774,-0.008438851060102958,0.2
2025-06-02,4.452947127927233,4.00979419071234,3.5434639512032433,6.970581603231182,0.019918183040792136,0.7
2025-06-16,5.386949703268579,5.268102267495769,4.119032781052145,7.318962767095337,0.1964938944388996,0.7
2025-07-01,7.326520160677934,6.49720739309059,4.431199169477527,12.94434227516619,0.25013130700374075,0.7
2025-07-16,5.374840784833651,4.982125708308997,4.091939694205707,10.284428580109417,0.01712313341765498,0.6
2025-07-30,4.996187479000565,4.906448712757558,3.992730552542163,6.926597045588758,0.1178954640797633,0.6
2025-08-13,6.105196006595603,5.932732523514678,4.828383766897855,7.696252317331495,0.029995156337773256,0.6
2025-08-27,5.258494123794261,4.354354163113081,3.943113767392826,9.182000925592382,-0.0398483677307722,0.4
2025-09-11,5.88492903392801,5.909235776018762,4.948851404388763,7.296963472890045,0.07666458289818599,0.6
2025-09-25,5.47988462620617,5.015673008522716,4.299516555716929,8.474559693448526,0.16241110250886265,1.0
2025-10-09,5.240061873806748,4.626403076038487,4.498541657557365,8.74360073875103,-0.011244331563556875,0.5
2025-10-23,5.856303144768387,5.67025920929218,4.428526865381226,7.679725570031442,-0.06587759854965268,0.3
2025-11-06,7.37543824584381,6.668097405429116,5.098168604761931,12.164118735112684,-0.012916191176972736,0.3
