ticker,signal_date,entry_date,exit_date,entry_price,exit_price,shares,dollars_in,dollars_out,pnl,return_pct,headline
WDC,2024-04-01,2024-04-02,2024-04-16,69.5,69.99,1915.2058078618109,133239.91045004223,133911.20923775586,671.2987877136329,0.5038271081436472,"Micron, Iris Energy, Trip.com Group And Other Big Stocks Moving Higher On Monday"
NN,2024-04-16,2024-04-17,2024-05-01,8.07,9.07,31805.42806407469,256926.47428155981,288186.7573086163,31260.28302705649,12.16701514099285,NextNav Lays Out New Vision for Complement and Backup to GPS with Additional Spectrum for Broadband Services
CRS,2024-04-30,2024-05-01,2024-05-15,90.33,106.62,1063.4590106963958,96158.31468864164,113272.61372072926,17114.299032087627,17.798043869116597,"Air Products (APD) Earnings Beat, Revenues Miss Estimates in Q2"
EAT,2024-04-30,2024-05-01,2024-05-15,53.6,62.3,1792.206202168012,96158.31468864164,111542.79194867206,15384.477260030428,15.999112827471034,Brinker International (EAT) Q3 Earnings and Revenues Beat Estimates
FWRG,2024-04-30,2024-05-01,2024-05-15,25.35,19.61,3778.0810089844294,95870.12793133303,74014.08041759848,-21856.04751373455,-22.797557472113674,"First Watch Restaurant Group, Inc. (FWRG) Expected to Beat Earnings Estimates: Should You Buy?"
BLBD,2024-05-15,2024-05-16,2024-05-31,53.67,56.82,5562.343117791465,298829.4860869998,315736.2836169581,16906.797529958305,5.657673796298716,Standard Motor (SMP) Stock Falls 1.3% Since Q1 Earnings Beat
HOOD,2024-05-30,2024-05-31,2024-06-14,21.91,23.1,14396.205511373983,315736.2836169581,332219.79496542626,16483.511348468135,5.220657936312902,Cathay General (CATY) Announces $125M New Share Buyback Plan
ANET,2024-06-13,2024-06-14,2024-07-01,82.75,88.6775,4010.7299946630565,332219.79496542626,355305.8475926314,23086.05262720515,6.9490298221416005,"Broadcom (AVGO) Q2 Earnings Beat Estimates, Revenues Rise Y/Y"
BK,2024-07-12,2024-07-15,2024-07-29,64.65,65.25,5490.346429944864,355305.8475926314,357886.8594493485,2581.0118567171157,0.7264197519418035,"Bank of NY Mellon earnings beat by $0.09, revenue topped estimates - Investing.com"
FOX,2024-08-06,2024-08-07,2024-08-21,36.69,37.2,4877.171701408402,179122.37315439893,181249.35650510018,2126.9833507012518,1.1874470582565622,Fox (FOXA) Tops Q4 Earnings Estimates
FOXA,2024-08-06,2024-08-07,2024-08-21,39.18,40.06,4558.088320432748,178764.4862949496,182414.42109841938,3649.934803469776,2.0417560999490827,Fox (FOXA) Tops Q4 Earnings Estimates
PRCT,2024-08-21,2024-08-22,2024-09-06,85.5,76.12,4249.128387443195,363663.77760351956,323120.20919932384,-40543.568404195714,-11.148640832851353,"PROCEPT BioRobotics Announces FDA Clearance of the HYDROS™ Robotic System, the Next-Generation, AI-Powered Platform for Aquablation® Therapy"
SMMT,2024-09-10,2024-09-11,2024-09-25,22.63,24.82,14264.13662339975,323120.20919932384,353681.8351217891,30561.62592246523,9.458283651832069,Is Summit Therapeutics a Buy Now?
MESO,2024-09-30,2024-10-01,2024-10-15,8.25,9.79,42827.69777153624,353681.8351217891,418863.87802215636,65182.04290036729,18.429570429570433,Mesoblast Option to Issue Up to US$50 Million Convertible Notes for Product Launch
UAL,2024-10-16,2024-10-17,2024-10-31,72.0,79.7,5811.74211929954,418863.87802215636,462732.65106126515,43868.77303910878,10.47327672327674,"Tech Stocks Stall, Small Caps Surge As Regional Banks Rally, Airlines Rocket: What's Driving Markets Wednesday?"
PLTR,2024-11-05,2024-11-06,2024-11-20,53.44,62.59,8650.26909956184,462732.65106126515,540878.922598634,78146.27153736888,16.88799598604993,"Palantir Stock Soars as ""Unrelenting"" Artificial Intelligence (AI) Demand Drives 43% Earnings Growth and Annual Guidance Raise"
GCMG,2024-11-20,2024-11-21,2024-12-06,12.48,12.44,43296.36089860733,540878.922598634,538068.1228490964,-2810.799749537604,-0.5196726350572535,AGT Food and Ingredients Inc. Announces Sale of Shortline Rail and Bulk Handling Infrastructure; Partnership with GCM Grosvenor and Mobil Grain Ltd.
BBW,2024-12-05,2024-12-06,2024-12-20,46.58,41.73,11539.944015818799,538068.1228490964,481080.3019163383,-56987.8209327581,-10.591190689945515,Why Build-A-Bear Workshop Stock Jumped to an All-Time High Today
LUNR,2024-12-23,2024-12-24,2025-01-10,14.835,18.43,32396.339886358222,481080.3019163383,596467.4795614765,115387.17764513817,23.985013974902767,Why Intuitive Machines Stock Popped on Monday
RDW,2025-01-21,2025-01-22,2025-02-05,21.2,23.98,28107.15131856241,596467.4795614765,673335.4791305074,76867.99956903094,12.88720713249017,Redwire Rockets Forward With $925M Edge Autonomy Acquisition
TPR,2025-02-06,2025-02-07,2025-02-24,83.53,85.11,8052.9488365161415,673335.4791305074,684701.089000413,11365.609869905515,1.6879564826410411,"CAPRI HOLDINGS SHAREHOLDER ALERT: CLAIMSFILER REMINDS INVESTORS WITH LOSSES IN EXCESS OF $100,000 of Lead Plaintiff Deadline in Class Action Lawsuit Against Capri Holdings Limited - CPRI"
SOLV,2025-02-25,2025-02-26,2025-03-12,83.5,75.79,8191.821220700414,684701.089000413,620237.2721865677,-64463.816813845304,-9.414884516680889,Thermo Fisher Bets Big On Bioproduction With Solventum's Unit Deal Worth $4.1 Billion
MGIC,2025-03-11,2025-03-12,2025-03-26,13.51,13.32,45863.630979425296,620237.2721865677,610292.6610812991,-9944.611105268588,-1.6033559334817342,Magic Software and Matrix I.T sign MOU to Consider Merger
PBH,2025-05-08,2025-05-09,2025-05-23,86.12,84.7,7079.458640306501,610292.6610812991,599030.5166871267,-11262.144394172356,-1.845367823073345,Prestige Consumer Healthcare Inc. Reports Record Fiscal 2025 Revenue and Earnings
LIF,2025-06-03,2025-06-04,2025-06-18,63.24,62.29,9462.872938053832,599030.5166871267,588852.9129560618,-10177.60373106494,-1.6990125623901557,Life360 Announces Pricing of Upsized Convertible Senior Notes Offering
JOBY,2025-08-04,2025-08-05,2025-08-19,20.74,16.0,28363.772821010323,588852.9129560618,453366.54477102903,-135486.36818503274,-23.008524744301006,Why Joby Stock Is Gaining Altitude Today
TEM,2025-08-22,2025-08-25,2025-09-09,81.105,80.6,5584.287419269948,453366.54477102903,449643.4724271646,-3723.07234386442,-0.8212057962381725,Tempus AI Expands Into Digital Pathology With Paige Acquisition
WBD,2025-09-11,2025-09-12,2025-09-26,17.53,19.34,25624.317064975217,449643.4724271646,495078.7177445841,45435.24531741947,10.104726990066398,Why Warner Bros Discovery Stock Blasted Higher Today
INTC,2025-09-25,2025-09-26,2025-10-10,35.015,38.46,14124.92170815288,495078.7177445841,542701.2444066643,47622.5266620802,9.619182759265593,"Corintis raises $24M to target the next AI bottleneck, and collaborates with Microsoft for chip cooling breakthrough"
PTGX,2025-10-10,2025-10-13,2025-10-27,85.28,75.13,6357.400156207118,542701.2444066643,477153.8422621049,-65547.40214455937,-12.07799002123579,Johnson & Johnson In Talks To Acquire Protagonist Therapeutics: Report
QRVO,2025-10-28,2025-10-29,2025-11-12,98.89,86.88,4820.276722590837,477153.8422621049,418366.8560170332,-58786.98624507169,-12.320342212141187,"Qorvo, Skyworks Strike $22B Merger To Tackle Next-Gen Connectivity"
AVDL,2025-11-14,2025-11-17,2025-12-02,23.25,21.45,8997.136688538349,209392.6114365251,192795.59338717844,-16597.01804934666,-7.926267281105977,Avadel Receives Unsolicited Proposal from Lundbeck
WBD,2025-11-14,2025-11-17,2025-12-02,23.03,24.25,9064.936131194387,208974.24458050812,219604.8764802824,10630.631899774278,5.087053632429228,"Deal Dispatch: Warner Bros., Bill.com, C3 AI—Key Auctions And Buyouts Shake The Market"
INTC,2025-12-02,2025-12-03,2025-12-17,43.385,37.585,9496.104215421801,412400.46986746084,356554.16585969174,-55846.3040077691,-13.54176536843356,Marvell Chases AMD-Backed Celestial AI In Multi-Billion Dollar Deal
JHG,2025-12-22,2025-12-23,2025-12-31,47.4,47.6,7514.725061008438,356554.16585969174,357343.21199109766,789.0461314059212,0.22129768965212993,Janus Henderson To Go Private In $7.4 Billion Cash Acquisition
